month,day,hour,weekday,minute,i_m1sum,power_consumption
1,5,21,2,15,-0.6548843795548156,0.0
1,5,21,2,30,-0.6548843795548156,0.0
1,5,21,2,45,-0.6548843795548156,0.0
1,5,22,2,0,-0.6548843795548156,0.0
1,5,22,2,15,-0.6548843795548156,0.0
1,5,22,2,30,-0.6548843795548156,0.0
1,5,22,2,45,-0.6548843795548156,0.0
1,5,23,2,0,-0.6548843795548156,0.0
1,5,23,2,15,-0.6548843795548156,0.0
1,5,23,2,30,-0.6548843795548156,0.0
1,5,23,2,45,-0.6548843795548156,0.0
1,6,0,3,0,-0.6548843795548156,0.0
1,6,0,3,15,-0.6548843795548156,0.0
1,6,0,3,30,-0.6548843795548156,0.0
1,6,0,3,45,-0.6548843795548156,0.0
1,6,1,3,0,-0.6548843795548156,0.0
1,6,1,3,15,-0.6548843795548156,0.0
1,6,1,3,30,-0.6548843795548156,0.0
1,6,1,3,45,-0.6548843795548156,0.0
1,6,2,3,0,-0.6548843795548156,0.0
1,6,2,3,15,-0.6548843795548156,0.0
1,6,2,3,30,-0.6548843795548156,0.0
1,6,2,3,45,-0.6548843795548156,30.0
1,6,3,3,0,-0.6548843795548156,21.0
1,6,3,3,15,-0.6548843795548156,20.0
1,6,3,3,30,-0.6548843795548156,32.0
1,6,3,3,45,-0.6548843795548156,28.0
1,6,4,3,0,-0.6548843795548156,20.0
1,6,4,3,15,-0.6548843795548156,18.0
1,6,4,3,30,-0.6548843795548156,176.0
1,6,4,3,45,-0.6548843795548156,513.0
1,6,5,3,0,-0.6548843795548156,38.0
1,6,5,3,15,-0.6548843795548156,51.0
1,6,5,3,30,-0.6548843795548156,39.0
1,6,5,3,45,-0.6548843795548156,38.0
1,6,6,3,0,-0.6548843795548156,43.0
1,6,6,3,15,-0.6548843795548156,34.0
1,6,6,3,30,-0.6548843795548156,35.0
1,6,6,3,45,-0.6548843795548156,46.0
1,6,7,3,0,-0.6548843795548156,45.0
1,6,7,3,15,-0.6548843795548156,31.0
1,6,7,3,30,-0.6482798117048534,36.0
1,6,7,3,45,-0.6218615403050042,41.0
1,6,8,3,0,-0.6003966947926267,73.0
1,6,8,3,15,-0.6003966947926267,91.0
1,6,8,3,30,-0.6020478367551173,67.0
1,6,8,3,45,-0.45839848601843736,186.0
1,6,9,3,0,-0.29988885761934225,378.0
1,6,9,3,15,-0.28667972191941765,399.0
1,6,9,3,30,-0.20742490771987013,489.0
1,6,9,3,45,-0.28667972191941765,393.0
1,6,10,3,0,-0.06212441502069962,650.0
1,6,10,3,15,0.7849114117369648,665.0
1,6,10,3,30,-0.20577376575737955,456.0
1,6,10,3,45,-0.05551984717073732,526.0
1,6,11,3,0,-0.4798633315308148,163.0
1,6,11,3,15,-0.4303290726560976,223.0
1,6,11,3,30,-0.36758567808145576,293.0
1,6,11,3,45,-0.3857482396688521,264.0
1,6,12,3,0,-0.4088642271437201,256.0
1,6,12,3,15,-0.3907016655563238,278.0
1,6,12,3,30,-0.2982377156568517,375.0
1,6,12,3,45,-0.08689154445805822,634.0
1,6,13,3,0,0.5636583887632278,989.0
1,6,13,3,15,-0.21898290145730412,400.0
1,6,13,3,30,0.33580079793952866,909.0
1,6,13,3,45,-0.2635637344445496,415.0
1,6,14,3,0,-0.2982377156568517,406.0
1,6,14,3,15,-0.3197025611692291,353.0
1,6,14,3,30,-0.4039108012562484,245.0
1,6,14,3,45,-0.5459090100304378,67.0
1,6,15,3,0,-0.6334195340424381,0.0
1,6,15,3,15,-0.6482798117048534,0.0
1,6,15,3,30,-0.6499309536673439,0.0
1,6,15,3,45,-0.6515820956298345,0.0
1,6,16,3,0,-0.6548843795548156,0.0
1,6,16,3,15,-0.6548843795548156,0.0
1,6,16,3,30,-0.6548843795548156,0.0
1,6,16,3,45,-0.6548843795548156,0.0
1,6,17,3,0,-0.6548843795548156,0.0
1,6,17,3,15,-0.6548843795548156,0.0
1,6,17,3,30,-0.6548843795548156,0.0
1,6,17,3,45,-0.6548843795548156,0.0
1,6,18,3,0,-0.6548843795548156,0.0
1,6,18,3,15,-0.6548843795548156,0.0
1,6,18,3,30,-0.6548843795548156,0.0
1,6,18,3,45,-0.6548843795548156,0.0
1,6,19,3,0,-0.6548843795548156,0.0
1,6,19,3,15,-0.6548843795548156,0.0
1,6,19,3,30,-0.6548843795548156,0.0
1,6,19,3,45,-0.6548843795548156,0.0
1,6,20,3,0,-0.6548843795548156,0.0
1,6,20,3,15,-0.6548843795548156,0.0
1,6,20,3,30,-0.6548843795548156,0.0
1,6,20,3,45,-0.6548843795548156,0.0
1,6,21,3,0,-0.6548843795548156,0.0
1,6,21,3,15,-0.6548843795548156,0.0
1,6,21,3,30,-0.6548843795548156,0.0
1,6,21,3,45,-0.6548843795548156,0.0
1,6,22,3,0,-0.6548843795548156,0.0
1,6,22,3,15,-0.6548843795548156,0.0
1,6,22,3,30,-0.6548843795548156,0.0
1,6,22,3,45,-0.6548843795548156,0.0
1,6,23,3,0,-0.6548843795548156,0.0
1,6,23,3,15,-0.6548843795548156,0.0
1,6,23,3,30,-0.6548843795548156,0.0
1,6,23,3,45,-0.6548843795548156,0.0
1,7,0,4,0,-0.6548843795548156,0.0
1,7,0,4,15,-0.6548843795548156,0.0
1,7,0,4,30,-0.6548843795548156,0.0
